Severe Typhoon,VICENTE,3,5:20,23-Jul-12,17:40,23-Jul-12,12 20
Severe Typhoon,VICENTE,8 NE,17:40,23-Jul-12,23:20,23-Jul-12,05 40
Severe Typhoon,VICENTE,9,23:20,23-Jul-12,0:45,24-Jul-12,01 25
Severe Typhoon,VICENTE,10,0:45,24-Jul-12,3:35,24-Jul-12,02 50
Severe Typhoon,VICENTE,8 SE,3:35,24-Jul-12,10:10,24-Jul-12,06 35
Severe Typhoon,VICENTE,3,10:10,24-Jul-12,14:40,24-Jul-12,04 30
Severe Typhoon,VICENTE,1,14:40,24-Jul-12,23:15,24-Jul-12,08 35
Typhoon,KAI-TAK,1,20:10,15-Aug-12,13:40,16-Aug-12,17 30
Typhoon,KAI-TAK,3,13:40,16-Aug-12,22:15,16-Aug-12,08 35
Typhoon,KAI-TAK,8 SE,22:15,16-Aug-12,6:20,17-Aug-12,08 05
Typhoon,KAI-TAK,3,6:20,17-Aug-12,15:20,17-Aug-12,09 00
Typhoon,KAI-TAK,1,15:20,17-Aug-12,16:25,17-Aug-12,01 05
Severe Typhoon,TEMBIN,1,22:40,24-Aug-12,16:40,26-Aug-12,42 00
Tropical Storm,BEBINCA,1,7:40,21-Jun-13,20:20,21-Jun-13,12 40
Tropical Storm,BEBINCA,3,20:20,21-Jun-13,9:10,22-Jun-13,12 50
Tropical Storm,BEBINCA,1,9:10,22-Jun-13,11:15,22-Jun-13,02 05
Severe Tropical Storm,RUMBIA,1,21:10,30-Jun-13,13:15,1-Jul-13,16 05
Severe Tropical Storm,RUMBIA,3,13:15,1-Jul-13,5:10,2-Jul-13,15 55
Severe Tropical Storm,RUMBIA,1,5:10,2-Jul-13,9:40,2-Jul-13,04 30
Tropical Storm,CIMARON,1,23:20,17-Jul-13,15:40,18-Jul-13,16 20
Severe Tropical Storm,JEBI,1,9:40,1-Aug-13,16:10,1-Aug-13,06 30
Severe Tropical Storm,JEBI,3,16:10,1-Aug-13,22:15,2-Aug-13,30 05
Super Typhoon,UTOR,1,16:05,12-Aug-13,4:40,13-Aug-13,12 35
Super Typhoon,UTOR,3,4:40,13-Aug-13,1:40,14-Aug-13,21 00
Super Typhoon,UTOR,8 SE,1:40,14-Aug-13,13:40,14-Aug-13,12 00
Super Typhoon,UTOR,3,13:40,14-Aug-13,1:40,15-Aug-13,12 00
Super Typhoon,UTOR,1,1:40,15-Aug-13,16:40,15-Aug-13,15 00
Super Typhoon,USAGI,1,10:40,21-Sep-13,23:40,21-Sep-13,13 00
Super Typhoon,USAGI,3,23:40,21-Sep-13,18:40,22-Sep-13,19 00
Super Typhoon,USAGI,8 NW,18:40,22-Sep-13,0:25,23-Sep-13,05 45
Super Typhoon,USAGI,8 SW,0:25,23-Sep-13,9:20,23-Sep-13,08 55
Super Typhoon,USAGI,3,9:20,23-Sep-13,10:25,23-Sep-13,01 05
Severe Typhoon,KROSA,1,15:20,1-Nov-13,22:50,3-Nov-13,55 30
Tropical Storm,HAGIBIS,1,17:40,14-Jun-14,13:20,15-Jun-14,19 40
Super Typhoon,RAMMASUN,1,23:40,16-Jul-14,16:15,17-Jul-14,16 35
Super Typhoon,RAMMASUN,3,16:15,17-Jul-14,19:40,18-Jul-14,27 25
Super Typhoon,RAMMASUN,1,19:40,18-Jul-14,3:40,19-Jul-14,08 00
Tropical Depression,no name,1,9:40,7-Sep-14,9:10,8-Sep-14,23 30
Typhoon,KALMAEGI,1,23:35,14-Sep-14,12:40,15-Sep-14,13 05
Typhoon,KALMAEGI,3,12:40,15-Sep-14,22:30,15-Sep-14,09 50
Typhoon,KALMAEGI,8 SE,22:30,15-Sep-14,10:40,16-Sep-14,12 10
Typhoon,KALMAEGI,3,10:40,16-Sep-14,20:40,16-Sep-14,10 00
Typhoon,KALMAEGI,1,20:40,16-Sep-14,2:10,17-Sep-14,05 30
Tropical Storm,KUJIRA,1,21:40,21-Jun-15,7:40,23-Jun-15,34 00
Typhoon,LINFA,1,7:40,8-Jul-15,8:40,9-Jul-15,25 00
Typhoon,LINFA,3,8:40,9-Jul-15,16:40,9-Jul-15,08 00
Typhoon,LINFA,8 NW,16:40,9-Jul-15,22:10,9-Jul-15,05 30
Typhoon,LINFA,3,22:10,9-Jul-15,5:50,10-Jul-15,07 40
Severe Typhoon,MUJIGAE,1,20:40,2-Oct-15,10:20,3-Oct-15,13 40
Severe Typhoon,MUJIGAE,3,10:20,3-Oct-15,20:40,4-Oct-15,34 20
Severe Typhoon,MUJIGAE,1,20:40,4-Oct-15,5:20,5-Oct-15,08 40
Tropical Depression,no name,1,21:40,26-May-16,5:40,27-May-16,08 00
Tropical Depression,no name,3,5:40,27-May-16,13:40,27-May-16,08 00
Tropical Depression,no name,1,13:40,27-May-16,22:50,27-May-16,09 10
Severe Tropical Storm,MIRINAE,1,8:40,26-Jul-16,23:20,26-Jul-16,14 40
Typhoon,NIDA,1,22:10,31-Jul-16,11:40,1-Aug-16,13 30
Typhoon,NIDA,3,11:40,1-Aug-16,20:40,1-Aug-16,09 00
Typhoon,NIDA,8 NW,20:40,1-Aug-16,4:40,2-Aug-16,08 00
Typhoon,NIDA,8 SW,4:40,2-Aug-16,12:40,2-Aug-16,08 00
Typhoon,NIDA,3,12:40,2-Aug-16,17:10,2-Aug-16,04 30
Tropical Storm,DIANMU,1,11:30,17-Aug-16,22:15,17-Aug-16,10 45
Tropical Storm,DIANMU,3,22:15,17-Aug-16,11:15,18-Aug-16,13 00
Tropical Storm,DIANMU,1,11:15,18-Aug-16,13:15,18-Aug-16,02 00
Super Typhoon,MERANTI,1,10:10,14-Sep-16,4:20,15-Sep-16,18 10
Severe Typhoon,MEGI,1,8:40,28-Sep-16,23:10,28-Sep-16,14 30
Tropical Storm,AERE,1,20:40,6-Oct-16,3:45,9-Oct-16,55 05
Super Typhoon,SARIKA,1,21:20,16-Oct-16,13:40,17-Oct-16,16 20
Super Typhoon,SARIKA,3,13:40,17-Oct-16,22:10,18-Oct-16,32 30
Super Typhoon,HAIMA,1,8:20,20-Oct-16,20:40,20-Oct-16,12 20
Super Typhoon,HAIMA,3,20:40,20-Oct-16,6:10,21-Oct-16,09 30
Super Typhoon,HAIMA,8 NW,6:10,21-Oct-16,14:15,21-Oct-16,08 05
Super Typhoon,HAIMA,8 SW,14:15,21-Oct-16,17:20,21-Oct-16,03 05
Super Typhoon,HAIMA,3,17:20,21-Oct-16,22:10,21-Oct-16,04 50
Severe Tropical Storm,MERBOK,1,19:40,11-Jun-17,10:40,12-Jun-17,15 00
Severe Tropical Storm,MERBOK,3,10:40,12-Jun-17,17:20,12-Jun-17,06 40
Severe Tropical Storm,MERBOK,8 NE,17:20,12-Jun-17,20:20,12-Jun-17,03 00
Severe Tropical Storm,MERBOK,8 NW,20:20,12-Jun-17,0:10,13-Jun-17,03 50
Severe Tropical Storm,MERBOK,8 SW,0:10,13-Jun-17,4:40,13-Jun-17,04 30
Severe Tropical Storm,MERBOK,3,4:40,13-Jun-17,11:10,13-Jun-17,06 30
Tropical Storm,ROKE,1,15:40,22-Jul-17,3:40,23-Jul-17,12 00
Tropical Storm,ROKE,3,3:40,23-Jul-17,9:20,23-Jul-17,05 40
Tropical Storm,ROKE,8 NW,9:20,23-Jul-17,13:20,23-Jul-17,04 00
Tropical Storm,ROKE,3,13:20,23-Jul-17,15:10,23-Jul-17,01 50
Tropical Storm,ROKE,1,15:10,23-Jul-17,19:40,23-Jul-17,04 30
Super Typhoon,HATO,1,8:40,22-Aug-17,18:20,22-Aug-17,09 40
Super Typhoon,HATO,3,18:20,22-Aug-17,5:20,23-Aug-17,11 00
Super Typhoon,HATO,8 NE,5:20,23-Aug-17,8:10,23-Aug-17,02 50
Super Typhoon,HATO,9,8:10,23-Aug-17,9:10,23-Aug-17,01 00
Super Typhoon,HATO,10,9:10,23-Aug-17,14:10,23-Aug-17,05 00
Super Typhoon,HATO,8 SE,14:10,23-Aug-17,17:10,23-Aug-17,03 00
Super Typhoon,HATO,3,17:10,23-Aug-17,18:20,23-Aug-17,01 10
Super Typhoon,HATO,1,18:20,23-Aug-17,20:40,23-Aug-17,02 20
Severe Tropical Storm,PAKHAR,1,9:40,26-Aug-17,20:40,26-Aug-17,11 00
Severe Tropical Storm,PAKHAR,3,20:40,26-Aug-17,5:10,27-Aug-17,08 30
Severe Tropical Storm,PAKHAR,8 SE,5:10,27-Aug-17,13:40,27-Aug-17,08 30
Severe Tropical Storm,PAKHAR,3,13:40,27-Aug-17,17:40,27-Aug-17,04 00
Severe Tropical Storm,PAKHAR,1,17:40,27-Aug-17,22:10,27-Aug-17,04 30
Severe Tropical Storm,MAWAR,1,2:20,2-Sep-17,22:40,3-Sep-17,44 20
Severe Tropical Storm,MAWAR,3,22:40,3-Sep-17,10:20,4-Sep-17,11 40
Severe Tropical Storm,MAWAR,1,10:20,4-Sep-17,14:10,4-Sep-17,03 50
Tropical Depression,no name,1,23:10,23-Sep-17,19:20,24-Sep-17,20 10
Severe Typhoon,KHANUN,1,10:40,14-Oct-17,19:10,14-Oct-17,08 30
Severe Typhoon,KHANUN,3,19:10,14-Oct-17,8:40,15-Oct-17,13 30
Severe Typhoon,KHANUN,8 NE,8:40,15-Oct-17,19:20,15-Oct-17,10 40
Severe Typhoon,KHANUN,3,19:20,15-Oct-17,22:40,15-Oct-17,03 20
Severe Typhoon,KHANUN,1,22:40,15-Oct-17,2:20,16-Oct-17,03 40
Tropical Storm,EWINIAR,1,11:20,5-Jun-18,12:40,7-Jun-18,49 20
Tropical Storm,EWINIAR,3,12:40,7-Jun-18,15:40,8-Jun-18,27 00
Tropical Storm,EWINIAR,1,15:40,8-Jun-18,18:20,8-Jun-18,02 40
Tropical Storm,SON-TINH,1,2:40,17-Jul-18,16:20,17-Jul-18,13 40
Tropical Storm,SON-TINH,3,16:20,17-Jul-18,9:40,18-Jul-18,17 20
Tropical Storm,SON-TINH,1,15:40,23-Jul-18,10:40,24-Jul-18,19 00
Severe Tropical Storm,BEBINCA,1,17:15,9-Aug-18,5:20,14-Aug-18,108 05
Severe Tropical Storm,BEBINCA,3,5:20,14-Aug-18,2:20,15-Aug-18,21 00
Severe Tropical Storm,BEBINCA,1,2:20,15-Aug-18,5:20,15-Aug-18,03 00
Tropical Storm,BARIJAT,1,10:40,11-Sep-18,12:20,12-Sep-18,25 40
Tropical Storm,BARIJAT,3,12:20,12-Sep-18,4:10,13-Sep-18,15 50
Tropical Storm,BARIJAT,1,4:10,13-Sep-18,7:40,13-Sep-18,03 30
Super Typhoon,MANGKHUT,1,22:20,14-Sep-18,16:20,15-Sep-18,18 00
Super Typhoon,MANGKHUT,3,16:20,15-Sep-18,1:10,16-Sep-18,08 50
Super Typhoon,MANGKHUT,8 NE,1:10,16-Sep-18,7:40,16-Sep-18,06 30
Super Typhoon,MANGKHUT,9,7:40,16-Sep-18,9:40,16-Sep-18,02 00
Super Typhoon,MANGKHUT,10,9:40,16-Sep-18,19:40,16-Sep-18,10 00
Super Typhoon,MANGKHUT,8 SE,19:40,16-Sep-18,5:20,17-Sep-18,09 40
Super Typhoon,MANGKHUT,3,5:20,17-Sep-18,14:40,17-Sep-18,09 20
Super Typhoon,MANGKHUT,1,14:40,17-Sep-18,19:10,17-Sep-18,04 30
Super Typhoon,YUTU,1,8:40,31-Oct-18,12:40,1-Nov-18,28 00
Super Typhoon,YUTU,3,12:40,1-Nov-18,2:10,2-Nov-18,13 30
Super Typhoon,YUTU,1,2:10,2-Nov-18,8:10,2-Nov-18,06 00
Tropical Depression,MUN,1,16:15,2-Jul-19,5:40,3-Jul-19,13 25
Tropical Storm,WIPHA,1,15:40,30-Jul-19,21:15,30-Jul-19,05 35
Tropical Storm,WIPHA,3,21:15,30-Jul-19,13:40,31-Jul-19,16 25
Tropical Storm,WIPHA,8 NE,13:40,31-Jul-19,23:40,31-Jul-19,10 00
Tropical Storm,WIPHA,3,23:40,31-Jul-19,19:20,1-Aug-19,19 40
Tropical Storm,WIPHA,1,19:20,1-Aug-19,8:40,2-Aug-19,13 20
Severe Tropical Storm,BAILU,1,14:40,24-Aug-19,19:20,25-Aug-19,28 40
Tropical Storm,PODUL,1,14:40,28-Aug-19,12:20,29-Aug-19,21 40
Tropical Depression,KAJIKI,1,8:40,1-Sep-19,16:20,1-Sep-19,07 40
Tropical Depression,KAJIKI,3,16:20,1-Sep-19,10:40,2-Sep-19,18 20
Tropical Depression,KAJIKI,1,10:40,2-Sep-19,9:20,3-Sep-19,22 40
Tropical Storm,NURI,1,20:20,12-Jun-20,15:40,13-Jun-20,19 20
Tropical Storm,NURI,3,15:40,13-Jun-20,10:40,14-Jun-20,19 00
Tropical Storm,NURI,1,10:40,14-Jun-20,13:20,14-Jun-20,02 40
Tropical Storm,SINLAKU,3,20:40,31-Jul-20,21:10,1-Aug-20,24 30
Tropical Storm,SINLAKU,1,21:10,1-Aug-20,23:15,1-Aug-20,02 05
Typhoon,HIGOS,1,3:40,18-Aug-20,14:20,18-Aug-20,10 40
Typhoon,HIGOS,3,14:20,18-Aug-20,22:40,18-Aug-20,08 20
Typhoon,HIGOS,8 NE,22:40,18-Aug-20,1:30,19-Aug-20,02 50
Typhoon,HIGOS,9,1:30,19-Aug-20,7:40,19-Aug-20,06 10
Typhoon,HIGOS,8 SE,7:40,19-Aug-20,11:10,19-Aug-20,03 30
Typhoon,HIGOS,3,11:10,19-Aug-20,13:20,19-Aug-20,02 10
Tropical Storm,NANGKA,1,20:40,11-Oct-20,17:10,12-Oct-20,20 30
Tropical Storm,NANGKA,3,17:10,12-Oct-20,5:40,13-Oct-20,12 30
Tropical Storm,NANGKA,8 NE,5:40,13-Oct-20,19:40,13-Oct-20,14 00
Tropical Storm,NANGKA,3,19:40,13-Oct-20,2:40,14-Oct-20,07 00
Typhoon,SAUDEL,1,17:40,22-Oct-20,0:20,23-Oct-20,06 40
Typhoon,SAUDEL,3,0:20,23-Oct-20,9:10,24-Oct-20,32 50
Tropical Storm,KOGUMA,1,16:15,11-Jun-21,14:10,12-Jun-21,21 55
Tropical Depression/Tropical Depression,no name(E)(5-6Jul2021)/ no name(W)(5-8Jul2021),1,4:15,6-Jul-21,14:10,7-Jul-21,33 55
Typhoon,CEMPAKA,1,21:40,18-Jul-21,16:10,19-Jul-21,18 30
Typhoon,CEMPAKA,3,16:10,19-Jul-21,13:20,20-Jul-21,21 10
Typhoon,CEMPAKA,1,13:20,20-Jul-21,19:40,20-Jul-21,06 20
Tropical Storm,LUPIT,1,21:40,2-Aug-21,16:25,3-Aug-21,18 45
Tropical Storm,LUPIT,3,16:25,3-Aug-21,4:20,4-Aug-21,11 55
Tropical Storm,LUPIT,1,4:20,4-Aug-21,18:20,4-Aug-21,14 00
Tropical Storm,LIONROCK,3,4:40,8-Oct-21,6:40,9-Oct-21,26 00
Tropical Storm,LIONROCK,8 SE,6:40,9-Oct-21,4:40,10-Oct-21,22 00
Tropical Storm,LIONROCK,3,4:40,10-Oct-21,12:40,10-Oct-21,08 00
Tropical Storm,LIONROCK,1,12:40,10-Oct-21,14:20,10-Oct-21,01 40
Typhoon,KOMPASU,3,0:40,12-Oct-21,17:20,12-Oct-21,16 40
Typhoon,KOMPASU,8 NE,17:20,12-Oct-21,16:40,13-Oct-21,23 20
Typhoon,KOMPASU,3,16:40,13-Oct-21,4:40,14-Oct-21,12 00
Typhoon,KOMPASU,1,4:40,14-Oct-21,6:20,14-Oct-21,01 40
Super Typhoon,RAI,1,11:20,20-Dec-21,12:20,21-Dec-21,25 00
Typhoon,CHABA,1,21:10,29-Jun-22,22:40,30-Jun-22,25 30
Typhoon,CHABA,3,22:40,30-Jun-22,19:10,1-Jul-22,20 30
Typhoon,CHABA,8 SE,19:10,1-Jul-22,16:20,2-Jul-22,21 10
Typhoon,CHABA,3,16:20,2-Jul-22,14:10,3-Jul-22,21 50
Typhoon,CHABA,1,14:10,3-Jul-22,19:40,3-Jul-22,05 30
Tropical Depression,no name,1,22:10,3-Aug-22,14:40,4-Aug-22,16 30
Tropical Storm,MULAN,1,3:40,9-Aug-22,11:25,9-Aug-22,07 45
Tropical Storm,MULAN,3,11:25,9-Aug-22,18:20,10-Aug-22,30 55
Typhoon,MA-ON,1,21:10,23-Aug-22,12:40,24-Aug-22,15 30
Typhoon,MA-ON,3,12:40,24-Aug-22,19:25,24-Aug-22,06 45
Typhoon,MA-ON,8 NE,19:25,24-Aug-22,1:40,25-Aug-22,06 15
Typhoon,MA-ON,8 SE,1:40,25-Aug-22,9:20,25-Aug-22,07 40
Typhoon,MA-ON,3,9:20,25-Aug-22,14:10,25-Aug-22,04 50
Typhoon,MA-ON,1,14:10,25-Aug-22,16:10,25-Aug-22,02 00
Typhoon,NESAT,1,21:20,16-Oct-22,11:30,17-Oct-22,14 10
Typhoon,NESAT,3,11:30,17-Oct-22,15:40,18-Oct-22,28 10
Severe Tropical Storm,NALGAE,1,22:10,30-Oct-22,16:20,31-Oct-22,18 10
Severe Tropical Storm,NALGAE,3,16:20,31-Oct-22,13:40,2-Nov-22,45 20
Severe Tropical Storm,NALGAE,8 NW,13:40,2-Nov-22,20:40,2-Nov-22,07 00
Severe Tropical Storm,NALGAE,8 NE,20:40,2-Nov-22,2:40,3-Nov-22,06 00
Severe Tropical Storm,NALGAE,8 SE,2:40,3-Nov-22,5:20,3-Nov-22,02 40
Severe Tropical Storm,NALGAE,3,5:20,3-Nov-22,6:20,3-Nov-22,01 00
Typhoon,TALIM,1,4:40,15-Jul-23,5:40,16-Jul-23,25 00
Typhoon,TALIM,3,5:40,16-Jul-23,0:40,17-Jul-23,19 00
Typhoon,TALIM,8 NE,0:40,17-Jul-23,6:40,17-Jul-23,06 00
Typhoon,TALIM,8 SE,6:40,17-Jul-23,16:20,17-Jul-23,09 40
Typhoon,TALIM,3,16:20,17-Jul-23,2:40,18-Jul-23,10 20
Typhoon,TALIM,1,2:40,18-Jul-23,8:40,18-Jul-23,06 00
Super Typhoon,DOKSURI,1,20:40,26-Jul-23,12:40,28-Jul-23,40 00
Super Typhoon,SAOLA,1,17:40,30-Aug-23,15:40,31-Aug-23,22 00
Super Typhoon,SAOLA,3,15:40,31-Aug-23,2:40,1-Sep-23,11 00
Super Typhoon,SAOLA,8 NW,2:40,1-Sep-23,18:20,1-Sep-23,15 40
Super Typhoon,SAOLA,9,18:20,1-Sep-23,20:15,1-Sep-23,01 55
Super Typhoon,SAOLA,10,20:15,1-Sep-23,3:40,2-Sep-23,07 25
Super Typhoon,SAOLA,8 SE,3:40,2-Sep-23,16:20,2-Sep-23,12 40
Super Typhoon,SAOLA,3,16:20,2-Sep-23,20:20,2-Sep-23,04 00
Super Typhoon,SAOLA,1,20:20,2-Sep-23,23:40,2-Sep-23,03 20
Severe Typhoon,HAIKUI,1,4:40,4-Sep-23,21:40,5-Sep-23,41 00
Severe Typhoon,KOINU,1,21:40,4-Oct-23,17:40,6-Oct-23,44 00
Severe Typhoon,KOINU,3,17:40,6-Oct-23,12:40,8-Oct-23,43 00
Severe Typhoon,KOINU,8 NE,12:40,8-Oct-23,19:00,8-Oct-23,06 20
Severe Typhoon,KOINU,9,19:00,8-Oct-23,23:50,8-Oct-23,04 50
Severe Typhoon,KOINU,8 NE,23:50,8-Oct-23,11:40,9-Oct-23,11 50
Severe Typhoon,KOINU,3,11:40,9-Oct-23,14:40,9-Oct-23,03 00
Severe Typhoon,KOINU,1,14:40,9-Oct-23,16:20,9-Oct-23,01 40
Tropical Storm,MALIKSI,1,17:40,30-May-24,16:40,31-May-24,23 00
Tropical Storm,MALIKSI,3,16:40,31-May-24,16:40,1-Jun-24,24 00
Tropical Storm,MALIKSI,1,16:40,1-Jun-24,17:40,1-Jun-24,01 00
Severe Tropical Storm,PRAPIROON,1,22:40,20-Jul-24,12:20,22-Jul-24,37 40
Super Typhoon,YAGI,1,17:40,3-Sep-24,18:40,4-Sep-24,25 00
Super Typhoon,YAGI,3,18:40,4-Sep-24,18:20,5-Sep-24,23 40
Super Typhoon,YAGI,8 NE,18:20,5-Sep-24,12:40,6-Sep-24,18 20
Super Typhoon,YAGI,3,12:40,6-Sep-24,4:20,7-Sep-24,15 40
Typhoon,TRAMI,1,1:40,25-Oct-24,10:40,26-Oct-24,33 00
Typhoon,TRAMI,3,10:40,26-Oct-24,22:20,26-Oct-24,11 40
Typhoon,TRAMI,1,22:20,26-Oct-24,0:20,27-Oct-24,02 00
Super Typhoon,YINXING,1,12:40,8-Nov-24,15:40,9-Nov-24,27 00
Super Typhoon,YINXING,3,15:40,9-Nov-24,10:20,10-Nov-24,18 40
Super Typhoon,YINXING,1,10:20,10-Nov-24,15:20,10-Nov-24,05 00
Typhoon,TORAJI,1,22:20,11-Nov-24,14:40,13-Nov-24,40 20
Typhoon,TORAJI,3,14:40,13-Nov-24,23:10,13-Nov-24,08 30
Typhoon,TORAJI,8 NE,23:10,13-Nov-24,10:20,14-Nov-24,11 10
Typhoon,TORAJI,3,10:20,14-Nov-24,22:20,14-Nov-24,12 00
Typhoon,TORAJI,1,22:20,14-Nov-24,1:20,15-Nov-24,03 00
Super Typhoon,MAN-YI,1,6:40,18-Nov-24,22:10,19-Nov-24,39 30
